,SupCon
685,1.7787189483642578
686,1.8372395038604736
687,1.8185510635375977
688,1.7475446462631226
689,1.8232063055038452
690,1.8591430187225342
691,1.760448694229126
692,1.8270397186279297
693,1.8120607137680054
694,1.7775267362594604
695,1.7731125354766846
696,1.7715543508529663
697,1.7859262228012085
698,1.7525110244750977
699,1.7449283599853516
700,1.8305943012237549
701,1.7883132696151733
702,1.812577247619629
703,1.7539868354797363
704,1.8200979232788086
705,1.7726019620895386
706,1.7676305770874023
707,1.7888597249984741
708,1.7912214994430542
709,1.8458976745605469
710,1.8118114471435547
711,1.7926416397094727
712,1.747983455657959
713,1.7959455251693726
714,1.8435866832733154
715,1.7752689123153687
716,1.8112949132919312
717,1.8110604286193848
718,1.8035048246383667
