,Recon
110,1.7237720489501953
111,1.7733356952667236
112,1.7107125520706177
113,1.753706693649292
114,1.7900184392929077
115,1.713150978088379
116,1.708223581314087
117,1.7525991201400757
118,1.6885823011398315
119,1.7715727090835571
120,1.6980661153793335
121,1.6381925344467163
122,1.6965060234069824
123,1.8191181421279907
124,1.7182449102401733
125,1.7727004289627075
126,1.7832051515579224
127,1.7145142555236816
128,1.8007761240005493
129,1.7378849983215332
130,1.7017993927001953
131,1.6506363153457642
132,1.704558253288269
133,1.6940983533859253
134,1.6519283056259155
135,1.639280080795288
136,1.7600988149642944
137,1.6110388040542603
138,1.7019904851913452
139,1.7477059364318848
140,1.635133147239685
141,1.6619575023651123
142,1.6652947664260864
143,1.6659183502197266
144,1.602020025253296
145,1.72614324092865
146,1.6441612243652344
147,1.6794016361236572
148,1.5879125595092773
149,1.717721700668335
150,1.6241014003753662
151,1.7449917793273926
152,1.6438778638839722
153,1.6297413110733032
154,1.6910258531570435
155,1.5854490995407104
156,1.534786581993103
157,1.6456962823867798
158,1.5886155366897583
159,1.6321371793746948
160,1.6400970220565796
161,1.6928409337997437
162,1.5841714143753052
163,1.6317980289459229
164,1.699008822441101
165,1.5714972019195557
166,1.5903167724609375
167,1.599753975868225
168,1.6739158630371094
169,1.554383635520935
170,1.5810948610305786
171,1.5827946662902832
172,1.5732851028442383
173,1.59784996509552
174,1.6744812726974487
175,1.5450551509857178
176,1.541827917098999
177,1.5434376001358032
178,1.6088860034942627
179,1.533460259437561
180,1.6617083549499512
181,1.519081950187683
182,1.5561027526855469
183,1.6185598373413086
184,1.5836206674575806
185,1.5641238689422607
186,1.5717190504074097
187,1.5636165142059326
188,1.4575676918029785
189,1.4791784286499023
190,1.6587388515472412
191,1.5063552856445312
192,1.5475345849990845
193,1.556313395500183
194,1.5509746074676514
195,1.5746772289276123
196,1.58884596824646
197,1.552746295928955
198,1.5709335803985596
199,1.5655516386032104
200,1.5637917518615723
201,1.5413501262664795
202,1.5169719457626343
203,1.550052523612976
204,1.4162986278533936
205,1.486764669418335
206,1.533109426498413
207,1.506938099861145
208,1.5596373081207275
209,1.4605551958084106
210,1.5758646726608276
211,1.551058053970337
212,1.51007878780365
213,1.476703405380249
214,1.6041754484176636
215,1.5375640392303467
216,1.4603357315063477
217,1.4758449792861938
218,1.4647557735443115
219,1.5105327367782593
220,1.552147388458252
221,1.504948616027832
222,1.516652226448059
223,1.5240358114242554
224,1.463573932647705
225,1.4973132610321045
226,1.5288716554641724
227,1.4907909631729126
228,1.4922348260879517
229,1.4775278568267822
230,1.5044939517974854
231,1.5092862844467163
232,1.403869390487671
233,1.4905344247817993
234,1.4741435050964355
235,1.4693529605865479
236,1.4980632066726685
237,1.5842951536178589
238,1.4447964429855347
239,1.4839597940444946
240,1.5457205772399902
241,1.548987627029419
242,1.4407318830490112
243,1.4972865581512451
244,1.4101756811141968
245,1.3792908191680908
246,1.432629108428955
247,1.4354884624481201
248,1.4163700342178345
249,1.4080160856246948
250,1.5027989149093628
251,1.4735257625579834
252,1.4422850608825684
253,1.4836772680282593
254,1.463018536567688
255,1.361950397491455
256,1.3686938285827637
257,1.4967776536941528
258,1.4978415966033936
259,1.4353402853012085
260,1.4680529832839966
261,1.4380040168762207
262,1.4565149545669556
263,1.4101468324661255
264,1.5330473184585571
265,1.4254145622253418
266,1.442315697669983
267,1.4209030866622925
268,1.3934175968170166
269,1.4646670818328857
270,1.4271148443222046
271,1.3497352600097656
272,1.392470121383667
273,1.4486888647079468
274,1.467127799987793
275,1.4969663619995117
276,1.3907041549682617
277,1.4476038217544556
278,1.3879464864730835
279,1.4225196838378906
280,1.3992245197296143
281,1.364537000656128
282,1.40692138671875
283,1.3732852935791016
284,1.394274353981018
285,1.4821971654891968
286,1.3863297700881958
287,1.3572407960891724
288,1.3662866353988647
289,1.3808939456939697
290,1.3985682725906372
291,1.441128134727478
292,1.4746780395507812
293,1.3545595407485962
294,1.3848780393600464
295,1.4407317638397217
296,1.4366568326950073
297,1.349854588508606
298,1.41208016872406
299,1.366119146347046
300,1.363661289215088
301,1.3347138166427612
302,1.4062262773513794
303,1.3892089128494263
304,1.396742582321167
305,1.3678947687149048
306,1.4154853820800781
307,1.3390454053878784
308,1.4002351760864258
309,1.4526896476745605
310,1.3720648288726807
311,1.381704330444336
312,1.3910425901412964
313,1.3843508958816528
314,1.3438796997070312
315,1.351125717163086
316,1.3126990795135498
317,1.3498507738113403
318,1.3715081214904785
319,1.3856704235076904
320,1.4508548974990845
321,1.4035745859146118
322,1.3009980916976929
323,1.3767732381820679
324,1.3131815195083618
325,1.381569743156433
326,1.3511124849319458
327,1.3652606010437012
328,1.3731298446655273
329,1.3838762044906616
330,1.2802454233169556
331,1.325131893157959
332,1.3371061086654663
333,1.3446638584136963
334,1.404199242591858
335,1.4159305095672607
336,1.3769726753234863
337,1.3194936513900757
338,1.3534867763519287
339,1.4183515310287476
340,1.3293882608413696
341,1.3565659523010254
342,1.352980375289917
343,1.3234072923660278
344,1.3412352800369263
345,1.4095509052276611
346,1.2915513515472412
347,1.328599452972412
348,1.3225516080856323
349,1.3919271230697632
350,1.4216501712799072
351,1.3408194780349731
352,1.383753776550293
353,1.3849515914916992
354,1.3019434213638306
355,1.3403571844100952
356,1.3392831087112427
357,1.3484164476394653
358,1.2971969842910767
359,1.3286075592041016
360,1.3312925100326538
361,1.274200439453125
362,1.243715524673462
363,1.3575445413589478
364,1.3266611099243164
365,1.3760960102081299
366,1.2887300252914429
367,1.26812744140625
368,1.2869384288787842
369,1.3502123355865479
370,1.315817952156067
371,1.3883447647094727
372,1.2758365869522095
373,1.2562013864517212
374,1.3095630407333374
375,1.3490452766418457
376,1.2795112133026123
377,1.328998327255249
378,1.3363364934921265
379,1.3011454343795776
380,1.3277415037155151
381,1.3319251537322998
382,1.3481130599975586
383,1.2776470184326172
384,1.3193867206573486
