anc_idx,aug_idx,distance
179,20899,3.659898418833245
180,20900,3.271918744529857
180,20901,3.1119075711213187
180,20902,3.4495833478003406
180,20903,1.9790998612251807
180,20904,3.2075352770726218
181,20905,4.213663139132632
181,20906,4.207833897353502
181,20907,4.1842414294946995
181,20908,8.485653657169555
181,20909,9.274228058293687
182,20910,2.9163544226695177
182,20911,2.5946378752849792
182,20912,2.900351438353948
182,20913,9.902610500775703
182,20914,2.55531523158341
183,20915,2.926881595185802
183,20916,3.1414541355026517
183,20917,12.588037433630108
183,20918,2.855363142641176
183,20919,9.30200668202281
184,20920,2.320004714816225
184,20921,3.6919101020536096
184,20922,2.379793431590008
184,20923,2.3550281805551605
184,20924,3.19426256641919
185,20925,2.952179722773182
185,20926,3.6449537939121397
185,20927,2.034203402227158
185,20928,3.724627966265858
185,20929,1.8556748285167972
186,20930,4.0919492997023195
186,20931,2.7788077628248895
186,20932,3.761332921417186
186,20933,3.3201999078621847
186,20934,2.9594161023978467
187,20935,3.6226923512055844
187,20936,3.7430400725220645
187,20937,9.339424324509778
187,20938,4.316918552535938
187,20939,2.4508370809151194
188,20940,2.73001162213225
188,20941,4.17810715228943
188,20942,3.213060453384695
188,20943,5.264347597108841
188,20944,10.059619338193214
189,20945,6.458705700313549
189,20946,2.446338576564783
189,20947,1.9999529424099984
189,20948,2.0948191498366135
189,20949,2.723936235856851
190,20950,3.7368266765842644
190,20951,1.9172566312433574
190,20952,10.818055489379795
190,20953,2.3241470917155627
190,20954,1.5554297067732312
191,20955,3.6766236299749493
191,20956,2.4675411025176572
191,20957,2.2052104952350193
191,20958,9.327986562942037
191,20959,6.1879375800418055
192,20960,2.6360318804086615
192,20961,2.885057172198543
192,20962,11.273516011745393
192,20963,3.152389728130036
192,20964,2.326906803383106
193,20965,9.724224041329908
193,20966,4.972123003594036
193,20967,5.707848840201518
193,20968,1.3676793826340774
193,20969,2.8198149480295744
194,20970,2.4509112716581316
194,20971,5.214703142678396
194,20972,3.7966504599655413
194,20973,3.040572593781689
194,20974,12.940012520124384
195,20975,2.5853314997896097
195,20976,8.940711301840317
195,20977,3.1288905283238857
195,20978,2.1498430441757943
195,20979,2.450113455959961
196,20980,3.2240053303705154
196,20981,2.4920597791082155
196,20982,3.668287476909549
196,20983,1.7800262190457719
196,20984,9.853813135397587
197,20985,3.1751940596120996
197,20986,2.686997321573957
197,20987,2.3613821388114014
197,20988,3.01067300757861
197,20989,2.875045428867902
198,20990,2.1635476064239842
198,20991,2.2302553577735904
198,20992,2.2819011367053212
198,20993,2.1635476064239842
198,20994,9.21529290896845
199,20995,3.1994107916387753
199,20996,2.3667436156162838
199,20997,5.100399127667388
199,20998,1.7309106013496562
199,20999,3.049995257761784
200,21000,3.336073420598196
200,21001,9.276694045757335
200,21002,4.0757114217047405
200,21003,2.3396664297120777
200,21004,2.994411236676709
201,21005,2.060609366415089
201,21006,2.1660147650053108
201,21007,2.6129818787253782
201,21008,2.043613946694049
201,21009,2.704068947692145
202,21010,2.8993670516605143
202,21011,4.094087359308746
202,21012,3.7951286374199578
202,21013,1.932053990691557
202,21014,1.9017493397417797
203,21015,9.761887364764961
203,21016,1.9579568143990642
203,21017,2.6546933963557473
203,21018,1.826363503664073
203,21019,2.6546933963557473
204,21020,4.507507181253475
204,21021,9.04267498658179
204,21022,2.3492518007828807
204,21023,2.4746857707452117
204,21024,1.9864791064425626
205,21025,2.21039181890298
205,21026,2.709229674351508
205,21027,3.4948157034302354
205,21028,9.502635128896072
205,21029,3.706639183578629
206,21030,2.9757139051577446
206,21031,5.060283072413129
