,x,y
34567,13.238477,11.497957
34568,13.257528,11.507201
34569,13.254231,11.507912
6983,4.5033154,13.028257
34915,4.5067973,13.027506
34916,4.48952,13.041708
34917,4.508809,13.026072
34918,4.5097146,13.024716
34919,4.5070157,13.027281
5995,4.06161,-1.7256256
29975,4.073158,-1.7447995
29976,4.0779786,-1.7306596
29977,4.073776,-1.732448
29978,4.074824,-1.7193681
29979,4.0759454,-1.7335094
8208,12.961393,14.4647665
41040,12.959207,14.465346
41041,12.955595,14.469152
41042,12.955697,14.472012
41043,12.956549,14.47072
41044,12.954969,14.475066
4153,2.6559834,-4.6784043
20765,2.6573799,-4.6771374
20766,2.6548283,-4.6813087
20767,2.657022,-4.6805105
20768,2.6563497,-4.6810985
20769,2.639617,-4.6989255
7797,12.681307,15.96595
38985,12.652249,16.020561
38986,12.652272,16.01683
38987,12.672244,15.9820595
38988,12.666312,15.990415
38989,12.655905,16.017778
1881,2.769319,-4.546682
9405,2.7699049,-4.542505
9406,2.7696135,-4.5416355
9407,2.7679284,-4.545003
9408,2.7587032,-4.551147
9409,2.754001,-4.563452
6875,10.175864,7.7512593
34375,10.213217,7.7824025
34376,10.183675,7.7500167
34377,10.181383,7.7532907
34378,10.195451,7.723536
34379,10.180909,7.752443
8714,-1.6591804,3.5099356
43570,-1.6713803,3.5341382
43571,-1.6503321,3.5375776
43572,-1.6528618,3.5133247
43573,-1.6796324,3.5098858
43574,-1.6618372,3.5257227
4164,14.884039,-2.2483356
20820,14.882667,-2.2303517
20821,14.881899,-2.227804
20822,14.882558,-2.2249212
20823,14.880717,-2.2268605
20824,14.882074,-2.2305715
6869,9.446242,1.4022373
34345,9.415862,1.3690094
34346,9.434201,1.3801023
34347,9.427038,1.3747333
34348,9.42576,1.3746326
34349,9.434948,1.3794278
6352,9.907911,8.563683
31760,9.911793,8.560986
31761,9.915346,8.539448
31762,9.905289,8.5769
31763,9.9089155,8.5563135
31764,9.925458,8.534279
3937,10.837052,-2.9269288
19685,10.954805,-2.8298874
19686,10.905323,-2.8865254
19687,10.897565,-2.895674
19688,10.892257,-2.897841
19689,10.926744,-2.8595712
1346,-8.547866,7.589199
6730,-8.590529,7.645147
6731,-8.549965,7.531567
6732,-8.570582,7.594557
6733,-8.526139,7.475742
6734,-8.580409,7.6738944
7042,4.944947,-2.6897955
35210,4.943139,-2.6899726
35211,4.9336195,-2.6855721
35212,4.9433594,-2.6904194
35213,4.9418726,-2.6877046
35214,4.9555435,-2.702536
8955,12.890581,7.8970375
44775,12.886486,7.894106
44776,12.892878,7.901619
44777,12.887001,7.8933535
44778,12.890383,7.898607
44779,12.889117,7.8964763
2617,-9.747129,12.434804
13085,-9.745005,12.430823
13086,-9.753433,12.432343
13087,-9.737496,12.421419
13088,-9.742581,12.427158
13089,-9.730225,12.414659
6724,-8.851282,2.4647212
33620,-8.887798,2.45979
33621,-8.874291,2.4593837
33622,-8.873923,2.441835
33623,-8.847073,2.4653187
33624,-8.8403425,2.4631498
6226,-3.8691368,13.048513
31130,-3.8733897,13.043301
31131,-3.8753831,13.041775
31132,-3.8767805,13.040098
31133,-3.8697014,13.047066
31134,-3.8730109,13.043782
7701,13.630216,11.841774
38505,13.640022,11.839303
38506,13.636909,11.83396
38507,13.625286,11.838906
38508,13.615581,11.827401
38509,13.636329,11.83165
7549,12.40307,16.523088
37745,12.405671,16.519232
37746,12.4307575,16.488075
37747,12.435907,16.483608
37748,12.4132395,16.510756
37749,12.408987,16.51159
5241,-9.372155,12.580628
26205,-9.368978,12.592708
26206,-9.371877,12.5816145
26207,-9.385158,12.582178
26208,-9.367472,12.589336
26209,-9.3693905,12.585432
8282,0.6110242,9.478413
41410,0.6111767,9.469899
41411,0.611069,9.478765
41412,0.6107814,9.47764
41413,0.61104846,9.470483
41414,0.6117931,9.478396
7435,-1.2816867,-2.8792078
37175,-1.2498635,-2.8848696
37176,-1.2620441,-2.888679
37177,-1.2303898,-2.8710928
37178,-1.2458909,-2.8726122
37179,-1.2579384,-2.8845973
7403,17.400076,2.103404
37015,17.39933,2.1110806
37016,17.389612,2.1240463
37017,17.397161,2.109104
37018,17.3926,2.1146615
37019,17.396336,2.110712
6847,1.3247291,12.843785
34235,1.3412769,12.871917
34236,1.346144,12.881863
34237,1.3396293,12.86888
34238,1.3384387,12.872082
34239,1.3400791,12.8687105
5182,3.218226,6.1952467
25910,3.2337763,6.1797147
25911,3.2336779,6.1796093
25912,3.248706,6.1646895
25913,3.241452,6.1768966
25914,3.2446709,6.167663
2685,11.669446,11.296045
13425,11.679226,11.290624
13426,11.677421,11.289453
13427,11.678831,11.287743
13428,11.686532,11.275887
13429,11.669421,11.29674
5239,0.28346086,8.101173
26195,0.28375995,8.100909
26196,0.27152666,8.105439
26197,0.2857391,8.081774
26198,0.2750732,8.099405
26199,0.28285602,8.084667
3366,4.0548577,-0.25685367
16830,4.075162,-0.27498394
16831,4.0673714,-0.2654193
16832,4.098197,-0.28625616
16833,4.073003,-0.2683601
16834,4.0691915,-0.2709514
8925,16.878176,-0.50981957
44625,16.873295,-0.5130704
44626,16.878866,-0.50713074
44627,16.862673,-0.52664274
44628,16.878756,-0.5069624
44629,16.880814,-0.50462574
5674,16.96107,3.0523221
28370,16.971054,3.0427322
28371,16.97001,3.0454113
28372,16.966524,3.0612922
28373,16.976057,3.0321882
28374,16.989744,3.0189443
2003,6.3862166,-4.02133
10015,6.4100676,-3.9995184
10016,6.3959727,-4.0112376
10017,6.3922663,-4.013372
10018,6.4008865,-4.0033994
10019,6.417297,-3.9904766
8475,13.751706,-5.636899
42375,13.766257,-5.649385
42376,13.736234,-5.6228623
42377,13.748523,-5.633877
42378,13.751348,-5.637061
42379,13.756206,-5.6404104
2861,-9.349675,8.298871
14305,-9.332525,8.284927
14306,-9.330066,8.283067
14307,-9.332584,8.28379
14308,-9.328842,8.281847
14309,-9.321204,8.2749815
9659,0.19917914,-4.0299273
48295,0.21367946,-4.041886
48296,0.19371416,-4.021254
48297,0.21286991,-4.0293403
48298,0.20577766,-4.0333643
48299,0.20855816,-4.0313463
9620,20.406168,2.2171628
48100,20.403131,2.2119405
48101,20.403187,2.2127125
48102,20.404015,2.213467
48103,20.40461,2.2151463
48104,20.402447,2.2115364
4550,-5.0569844,-6.364719
22750,-5.072389,-6.3545456
22751,-5.0723205,-6.356143
22752,-5.0349245,-6.3359127
22753,-5.0888047,-6.3750467
22754,-5.044987,-6.3619256
7628,14.9956255,-1.7388517
38140,14.9955225,-1.7392766
38141,14.9858265,-1.722231
38142,14.995609,-1.7392805
38143,14.997607,-1.7359164
38144,14.999545,-1.7369844
4751,10.096959,7.7794065
23755,10.124269,7.742135
23756,10.123137,7.7419834
23757,10.124611,7.74669
23758,10.126621,7.744865
23759,10.12241,7.7510624
6220,7.803196,-10.817182
31100,7.802472,-10.81649
31101,7.7974544,-10.811279
31102,7.811568,-10.825663
31103,7.807,-10.820874
31104,7.797286,-10.811205
3524,-8.628587,2.5016642
17620,-8.6163435,2.5060806
17621,-8.619675,2.5055914
17622,-8.623568,2.5009716
17623,-8.6086,2.510576
17624,-8.615972,2.5051024
5546,14.585473,5.532603
27730,14.573963,5.506517
27731,14.582179,5.513262
27732,14.594543,5.533211
27733,14.596633,5.5331035
27734,14.595214,5.543639
7728,17.92435,1.5690451
38640,17.87929,1.6087164
38641,17.890862,1.6005132
38642,17.888138,1.6139587
38643,17.88564,1.6253476
38644,17.887978,1.5945318
8926,14.683649,13.288854
44630,14.673836,13.292382
44631,14.680355,13.2894535
44632,14.652686,13.307295
44633,14.691094,13.283703
44634,14.679998,13.290308
3477,7.0344505,1.693073
17385,7.049867,1.6920695
17386,7.031446,1.6909071
17387,7.023141,1.6876239
17388,7.0438147,1.6779913
17389,7.0288506,1.6860404
8436,18.255161,-6.4593906
42180,18.260492,-6.454993
42181,18.245558,-6.4707646
42182,18.231236,-6.4825697
42183,18.253458,-6.460178
42184,18.248281,-6.4656887
9447,-2.1394696,-2.0168896
47235,-2.1404393,-2.037213
47236,-2.1280067,-2.0064309
47237,-2.1351254,-2.0135965
47238,-2.1362932,-1.9979278
47239,-2.135803,-2.0068028
4735,-10.224566,11.022809
