,x,y
3419,-4.5939612,-2.708693
17095,-4.5729327,-2.694682
17096,-4.5899916,-2.7097704
17097,-4.5970187,-2.7031004
17098,-4.586911,-2.7088056
17099,-4.582813,-2.7051213
8109,12.495936,-4.1907573
40545,12.4996605,-4.1933875
40546,12.495483,-4.190873
40547,12.492614,-4.1895432
40548,12.492874,-4.1941895
40549,12.49768,-4.1909456
1225,16.893797,3.807658
6125,16.907013,3.8004875
6126,16.898693,3.8131812
6127,16.911564,3.798839
6128,16.902187,3.800816
6129,16.922707,3.7836556
1691,7.634064,-6.0154843
8455,7.6476026,-6.015999
8456,7.6529374,-6.0196877
8457,7.6463895,-5.994861
8458,7.6486225,-5.958289
8459,7.652781,-5.9730725
6978,11.0957155,0.6075205
34890,11.093014,0.60696614
34891,11.08971,0.6089472
34892,11.09089,0.60601366
34893,11.100327,0.60264647
34894,11.088216,0.60550064
6898,10.002371,-9.845238
34490,9.989408,-9.859729
34491,9.995874,-9.855714
34492,10.019629,-9.85992
34493,10.009042,-9.8362255
34494,10.004687,-9.840053
5949,1.549767,1.3147099
29745,1.5401672,1.3074678
29746,1.5505966,1.3244979
29747,1.5506531,1.2783554
29748,1.5260477,1.2972897
29749,1.5357751,1.3183502
4941,1.442341,-3.1648595
24705,1.4554895,-3.1680298
24706,1.4562157,-3.17997
24707,1.4601068,-3.1783073
24708,1.4590372,-3.1725225
24709,1.4572374,-3.184764
1867,6.493893,4.425841
9335,6.497955,4.4212875
9336,6.4969196,4.4222317
9337,6.494409,4.426105
9338,6.494653,4.4280357
9339,6.4936643,4.4276223
4394,11.571257,10.928274
21970,11.578336,10.9252615
21971,11.580485,10.924535
21972,11.5848,10.926262
21973,11.600235,10.923495
21974,11.580397,10.92497
689,2.6416173,6.428277
3445,2.6600068,6.434556
3446,2.642737,6.429265
3447,2.645014,6.4276004
3448,2.6352317,6.426764
3449,2.6314094,6.426558
621,18.39597,3.5062325
3105,18.404078,3.5116732
3106,18.393936,3.506637
3107,18.433434,3.5179174
3108,18.386204,3.5061698
3109,18.374557,3.4922347
4129,-8.4738,-2.8865592
20645,-8.49306,-2.898561
20646,-8.482947,-2.8723354
20647,-8.470637,-2.8891866
20648,-8.455817,-2.8758152
20649,-8.470065,-2.8933444
4266,10.995099,10.733509
21330,11.007195,10.726228
21331,11.015595,10.734501
21332,11.006527,10.74987
21333,11.003158,10.747669
21334,11.004406,10.730607
6030,-1.3927479,5.4277344
30150,-1.4025828,5.4214034
30151,-1.3986133,5.4255023
30152,-1.4149057,5.4103813
30153,-1.3870499,5.431317
30154,-1.3969264,5.41947
7107,-2.2104445,4.7614846
35535,-2.1845555,4.7848043
35536,-2.2379193,4.7283854
35537,-2.2145042,4.7511516
35538,-2.2148232,4.750391
35539,-2.2502944,4.6960354
9638,-5.3907905,-5.882735
48190,-5.4646187,-5.9680204
48191,-5.4579315,-5.978238
48192,-5.411208,-5.9369206
48193,-5.4432116,-5.948907
48194,-5.4375234,-5.940563
4563,6.766287,-7.018819
22815,6.7502213,-7.0173306
22816,6.774201,-7.0185847
22817,6.76451,-7.0183854
22818,6.746949,-7.0212746
22819,6.764465,-7.017191
4319,-9.788655,10.58998
21595,-9.773287,10.59542
21596,-9.777693,10.592975
21597,-9.759165,10.618653
21598,-9.77301,10.599684
21599,-9.784499,10.583949
7314,-8.113203,-0.3353652
36570,-8.125089,-0.31049472
36571,-8.124047,-0.3113981
36572,-8.13007,-0.31185418
36573,-8.127963,-0.30340937
36574,-8.118225,-0.3249618
7637,-7.915751,0.38166675
38185,-7.9321613,0.37322518
38186,-7.890205,0.39759865
38187,-7.912348,0.39449885
38188,-7.900929,0.39471895
38189,-7.9357753,0.37023595
378,10.784702,11.136798
1890,10.810213,11.1338215
1891,10.794514,11.121334
1892,10.805057,11.113946
1893,10.782307,11.138026
1894,10.798811,11.107831
8065,3.891753,3.113131
40325,3.9072459,3.101448
40326,3.9164877,3.113825
40327,3.905908,3.1039467
40328,3.8973362,3.104059
40329,3.9000423,3.1025462
1511,1.6977582,-12.934178
7555,1.6990097,-12.933049
7556,1.6588521,-12.895194
7557,1.7147725,-12.922088
7558,1.7046604,-12.928909
7559,1.6643666,-12.952728
3401,4.9690638,5.946886
17005,4.9456964,5.967929
17006,4.970448,5.946383
17007,4.9816875,5.936543
17008,4.9602456,5.9519577
17009,4.945103,5.967349
1646,17.49316,7.216442
8230,17.485828,7.209151
8231,17.492449,7.2157607
8232,17.480133,7.203478
8233,17.484415,7.207694
8234,17.489605,7.2130237
2923,4.2237115,-1.0001014
14615,4.2331524,-0.99126
14616,4.2362657,-0.986958
14617,4.2443004,-0.97169834
14618,4.25458,-0.9598892
14619,4.2369146,-0.9787552
7631,-4.431249,9.107152
38155,-4.438422,9.10216
38156,-4.4337325,9.106902
38157,-4.4279714,9.106965
38158,-4.4119368,9.108174
38159,-4.435112,9.106662
5388,1.7602699,0.69294804
26940,1.7709619,0.67162204
26941,1.767963,0.67324245
26942,1.7666793,0.6742755
26943,1.7609142,0.67736906
26944,1.7742461,0.68727905
6393,12.776357,-11.595375
31965,12.749397,-11.567553
31966,12.761038,-11.578655
31967,12.777291,-11.595523
31968,12.760723,-11.578002
31969,12.749211,-11.566863
5444,20.78362,1.7037157
27220,20.782734,1.7018454
27221,20.762604,1.6830709
27222,20.783813,1.7031926
27223,20.77333,1.6934735
27224,20.76616,1.6863375
4761,21.208668,2.0066655
23805,21.220741,2.0179799
23806,21.250553,2.0417
23807,21.235392,2.0280282
23808,21.221964,2.0190504
23809,21.211163,2.0112998
6867,-5.5821676,13.016505
34335,-5.6124983,12.982373
34336,-5.5667105,13.032129
34337,-5.5909185,13.007241
34338,-5.584437,13.014404
34339,-5.5806756,13.012043
6766,12.967565,-4.364575
33830,12.995561,-4.371278
33831,12.986863,-4.3676972
33832,12.997777,-4.37139
33833,12.990739,-4.370082
33834,12.997215,-4.367567
6686,-8.305287,-1.7642925
33430,-8.289072,-1.7575598
33431,-8.284402,-1.7688047
33432,-8.296107,-1.773606
33433,-8.289689,-1.7645723
33434,-8.2757225,-1.7564514
1070,0.37525785,8.355467
5350,0.34384468,8.337676
5351,0.34095997,8.334294
5352,0.36716014,8.343451
5353,0.40110293,8.37589
5354,0.34182703,8.336679
8508,5.850131,10.124432
42540,5.8463407,10.119149
42541,5.8353443,10.107637
42542,5.8588305,10.135953
42543,5.8308334,10.098551
42544,5.8481975,10.121202
2905,4.612424,-4.8376374
14525,4.619161,-4.85341
14526,4.6346126,-4.8708634
14527,4.6209283,-4.848745
14528,4.621116,-4.851049
14529,4.6275144,-4.857431
9155,9.368326,3.8167224
45775,9.369741,3.8169053
45776,9.392518,3.8377163
45777,9.361839,3.7997756
45778,9.370803,3.8178947
45779,9.370693,3.8182247
2270,6.4623313,-4.938133
11350,6.4542975,-4.945142
11351,6.4574704,-4.943722
11352,6.4551787,-4.940717
11353,6.435687,-4.932153
11354,6.4285445,-4.9597516
6583,-1.7763238,5.8907504
32915,-1.780395,5.924964
32916,-1.7631414,5.889511
32917,-1.7804565,5.9012527
32918,-1.774829,5.9114237
32919,-1.7768047,5.913415
4778,-9.623915,9.582706
23890,-9.610911,9.581969
23891,-9.621755,9.555834
23892,-9.632465,9.604914
23893,-9.619343,9.592405
23894,-9.625064,9.590822
1083,16.890932,-1.5833429
5415,16.879784,-1.5856254
5416,16.890455,-1.5827804
5417,16.887424,-1.5882181
5418,16.889837,-1.5834502
5419,16.887947,-1.58426
1752,-6.7171903,8.629332
8760,-6.7271004,8.632028
8761,-6.7212377,8.631248
8762,-6.7407236,8.655226
8763,-6.723532,8.637858
8764,-6.7291694,8.622925
2089,1.5630643,11.050724
10445,1.5408454,11.084395
10446,1.536764,11.073953
10447,1.5395007,11.091913
10448,1.5569115,11.072399
10449,1.5268813,11.076501
4781,5.2077546,-10.049027
23905,5.217061,-10.053708
23906,5.1944747,-10.061514
23907,5.2040153,-10.051284
23908,5.2096887,-10.046717
23909,5.204783,-10.048078
7739,-8.34444,4.3163686
38695,-8.341781,4.3209047
38696,-8.341752,4.321007
38697,-8.353999,4.307583
38698,-8.349835,4.313825
38699,-8.342246,4.319065
185,10.798548,11.107196
925,10.805053,11.108015
926,10.793528,11.112958
927,10.79074,11.0944195
928,10.794993,11.1113405
929,10.78858,11.11769
4398,-7.0579104,5.2753177
21990,-7.0587773,5.2737284
21991,-7.0591354,5.2731524
21992,-7.068365,5.2878113
21993,-7.0605597,5.272339
21994,-7.060312,5.2690926
7857,4.6882753,-5.797446
39285,4.699934,-5.8110123
39286,4.691752,-5.804767
39287,4.683954,-5.787546
39288,4.687428,-5.7954288
39289,4.6876993,-5.796057
8056,6.550631,-0.80717146
40280,6.553842,-0.7697507
40281,6.586661,-0.77591
40282,6.589072,-0.7545695
40283,6.5879793,-0.79135615
40284,6.558708,-0.7741419
3637,-1.0593821,11.244456
18185,-1.0355463,11.274933
18186,-1.0578867,11.2502985
18187,-1.0250784,11.283021
18188,-1.0639861,11.243823
18189,-1.0602741,11.247936
5194,14.873986,7.974505
25970,14.870727,7.9700427
25971,14.857708,7.944264
25972,14.869284,7.9702935
25973,14.878443,7.9794993
25974,14.874569,7.9748435
463,14.353689,2.9180968
2315,14.324589,2.896404
